Customer ID,Customer_Name,Region,Segment,Recency,Frequency,Monetary,Total_Profit,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment,KMeans_Cluster
EA-14035,Erin Ashbrook,South,Corporate,153,13,2846.705,-52.74059999999998,2,5,4,254,11,À Risque,2
EB-13705,Ed Braxton,East,Corporate,49,9,3644.978,13.621500000000005,4,5,4,454,13,Champions,2
EB-13750,Edward Becker,West,Corporate,36,10,3236.314,-80.28599999999999,4,5,4,454,13,Champions,2
EB-13840,Ellis Ballard,West,Corporate,91,5,4358.128,656.1988,3,2,5,325,10,Potentiel Élevé,4
EB-13870,Emily Burns,West,Consumer,101,10,2767.219,261.5315,3,5,4,354,12,Clients Fidèles,2
EB-13930,Eric Barreto,West,Consumer,162,5,944.6000000000001,0.6042000000000058,2,2,1,221,5,À Risque,4
EB-13975,Erica Bern,West,Corporate,1,4,1643.255,162.8781,5,1,2,512,8,Perdus,4
EB-14110,Eugene Barchas,East,Consumer,114,6,3071.126,184.7656,2,3,4,234,9,À Risque,4
EB-14170,Evan Bailliet,South,Consumer,83,6,1186.326,282.1701,3,3,2,332,8,Potentiel Élevé,4
EC-14050,Erin Creighton,East,Consumer,54,5,461.914,96.4256,4,2,1,421,7,Potentiel Élevé,4
ED-13885,Emily Ducich,West,Home Office,136,8,3484.92,670.4435000000001,2,4,4,244,10,À Risque,2
EG-13900,Emily Grady,East,Consumer,23,5,1832.02,104.2656,5,2,3,523,10,Potentiel Élevé,4
EH-13765,Edward Hooks,East,Corporate,136,12,10310.880000000001,1393.5154,2,5,5,255,12,À Risque,0
EH-13945,Eric Hoffmann,West,Consumer,218,8,684.1709999999999,53.53980000000001,2,4,1,241,7,À Risque,2
EH-13990,Erica Hackney,South,Consumer,406,6,825.9499999999999,150.3759,1,3,1,131,5,À Risque,1
EH-14005,Erica Hernandez,West,Home Office,3,7,1219.53,-94.14079999999997,5,3,2,532,10,Potentiel Élevé,4
EH-14125,Eugene Hildebrand,Central,Home Office,153,10,3082.653,96.27019999999999,2,5,4,254,11,À Risque,2
EH-14185,Evan Henry,South,Consumer,106,6,923.884,242.1107,2,3,1,231,6,À Risque,4
EJ-13720,Ed Jacobs,West,Consumer,303,4,2162.174,387.0176,1,1,3,113,5,Perdus,1
EJ-14155,Eva Jacobs,South,Consumer,58,5,2656.691,451.87550000000005,3,2,3,323,8,Potentiel Élevé,4
EK-13795,Eileen Kiefer,West,Home Office,45,4,1303.478,97.10659999999999,4,1,2,412,7,Perdus,4
EL-13735,Ed Ludwig,East,Home Office,78,2,124.28,27.1154,3,1,1,311,5,Perdus,4
EM-13810,Eleni McCrary,West,Corporate,133,5,2567.0099999999998,-133.8275,2,2,3,223,7,À Risque,4
EM-13825,Elizabeth Moffitt,Central,Corporate,56,8,2339.598,682.5541999999999,3,4,3,343,10,Clients Fidèles,2
EM-13960,Eric Murdock,East,Consumer,152,5,933.704,102.29599999999999,2,2,1,221,5,À Risque,4
EM-14065,Erin Mull,East,Consumer,48,4,228.99,40.15459999999999,4,1,1,411,6,Perdus,4
EM-14095,Eudokia Martin,West,Corporate,114,4,1041.0420000000001,240.2362,2,1,2,212,5,Perdus,4
EM-14140,Eugene Moren,West,Home Office,49,6,4588.436000000001,1319.3655,4,3,5,435,12,Clients Fidèles,2
EM-14200,Evan Minnotte,South,Home Office,159,3,366.822,21.7721,2,1,1,211,4,Perdus,4
EN-13780,Edward Nazzal,East,Consumer,288,4,2199.366,496.1131,1,1,3,113,5,Perdus,1
EP-13915,Emily Phan,Central,Consumer,13,17,5478.0608,144.9578,5,5,5,555,15,Champions,2
ER-13855,Elpida Rittenbach,Central,Corporate,422,3,1245.788,-295.7398,1,1,2,112,4,Perdus,1
ES-14020,Erica Smith,West,Consumer,41,5,3510.4579999999996,1003.2935,4,2,4,424,10,Potentiel Élevé,4
ES-14080,Erin Smith,South,Corporate,29,9,4657.924,246.6661,4,5,5,455,14,Champions,2
FA-14230,Frank Atkinson,West,Corporate,98,7,2984.054,520.5229,3,3,4,334,10,Clients Fidèles,2
FC-14245,Frank Carlisle,East,Home Office,71,7,3418.742,1217.1662000000001,3,3,4,334,10,Clients Fidèles,2
FC-14335,Fred Chung,Central,Corporate,185,7,3889.366,714.2926,2,3,4,234,9,À Risque,2
FG-14260,Frank Gastineau,West,Home Office,35,7,1383.144,394.73969999999997,4,3,2,432,9,Potentiel Élevé,4
FH-14275,Frank Hawley,Central,Corporate,38,10,4256.272,1073.2676,4,5,4,454,13,Champions,2
FH-14350,Fred Harton,West,Consumer,213,4,2271.284,706.289,2,1,3,213,6,Perdus,4
FH-14365,Fred Hopkins,East,Corporate,6,8,6987.196,2050.2826,5,4,5,545,14,Champions,0
FM-14215,Filia McAdams,East,Corporate,8,10,2456.638,249.6808,5,5,3,553,13,Clients Fidèles,2
FM-14290,Frank Merwin,West,Home Office,37,9,3736.198,198.10949999999997,4,5,4,454,13,Champions,2
FM-14380,Fred McMath,West,Consumer,146,9,2523.266,191.4898,2,5,3,253,10,À Risque,2
FO-14305,Frank Olsen,East,Consumer,39,10,2678.438,215.59689999999998,4,5,3,453,12,Clients Fidèles,2
FP-14320,Frank Preis,West,Consumer,24,8,4046.746,406.44730000000004,5,4,4,544,13,Champions,2
FW-14395,Fred Wasserman,South,Corporate,363,3,79.75,23.491300000000003,1,1,1,111,3,Perdus,1
GA-14515,George Ashbrook,West,Consumer,150,8,3919.7760000000003,840.899,2,4,4,244,10,À Risque,2
GA-14725,Guy Armstrong,East,Consumer,6,11,1398.382,136.70790000000002,5,5,2,552,12,Potentiel Élevé,2
GB-14530,George Bell,East,Corporate,63,11,1568.44,7.837100000000003,3,5,2,352,10,Potentiel Élevé,2
GB-14575,Giulietta Baptist,East,Consumer,14,5,4716.288,1135.8393,5,2,5,525,12,Potentiel Élevé,4
GD-14590,Giulietta Dortch,East,Corporate,6,4,1888.07,230.93729999999996,5,1,3,513,9,Potentiel Élevé,4
GG-14650,Greg Guthrie,South,Corporate,44,9,2224.0,12.698500000000008,4,5,3,453,12,Clients Fidèles,2
GH-14410,Gary Hansen,West,Home Office,76,9,2819.4669999999996,-576.8335,3,5,4,354,12,Clients Fidèles,2
GH-14425,Gary Hwang,West,Consumer,51,4,4172.8460000000005,1176.4181,4,1,4,414,9,Potentiel Élevé,4
GH-14485,Gene Hale,Central,Corporate,388,2,1361.2440000000001,-95.4498,1,1,2,112,4,Perdus,1
GH-14665,Greg Hansen,Central,Consumer,3,2,146.94080000000002,-5.810200000000001,5,1,1,511,7,Perdus,4
GK-14620,Grace Kelly,West,Corporate,113,9,6497.27,1448.5525,2,5,5,255,12,À Risque,0
GM-14440,Gary McGarr,West,Consumer,84,7,3582.8199999999997,347.266,3,3,4,334,10,Clients Fidèles,2
GM-14455,Gary Mitchum,Central,Home Office,17,6,3078.624,793.2814000000001,5,3,4,534,12,Clients Fidèles,4
GM-14500,Gene McClure,East,Consumer,107,10,1255.682,441.3185,2,5,2,252,9,À Risque,2
GM-14680,Greg Matthias,West,Consumer,153,6,3163.628,35.48649999999999,2,3,4,234,9,À Risque,4
GM-14695,Greg Maxwell,West,Corporate,118,3,6049.966,188.7235,2,1,5,215,8,Perdus,4
GP-14740,Guy Phonely,East,Corporate,766,2,236.53,31.837600000000002,1,1,1,111,3,Perdus,3
GR-14560,Georgia Rosenberg,West,Corporate,1136,2,1284.38,359.83320000000003,1,1,2,112,4,Perdus,3
GT-14635,Grant Thornton,South,Corporate,57,3,9351.212,-4108.6589,3,1,5,315,9,Potentiel Élevé,0
GT-14710,Greg Tran,Central,Consumer,37,11,11820.119999999999,2163.4269,4,5,5,455,14,Champions,0
GT-14755,Guy Thornton,Central,Consumer,35,4,226.436,-6.139200000000002,4,1,1,411,6,Perdus,4
GW-14605,Giulietta Weimer,West,Consumer,29,7,2189.019,-268.54229999999995,4,3,3,433,10,Clients Fidèles,2
GZ-14470,Gary Zandusky,Central,Consumer,8,9,4355.150000000001,1087.7539,5,5,5,555,15,Champions,2
GZ-14545,George Zrebassa,East,Corporate,158,4,2454.6220000000003,828.661,2,1,3,213,6,Perdus,4
HA-14905,Helen Abelman,East,Consumer,70,7,2163.3,270.8574,3,3,3,333,9,Clients Fidèles,2
HA-14920,Helen Andreada,West,Consumer,21,8,2584.158,99.1445,5,4,3,543,12,Clients Fidèles,2
HD-14785,Harold Dahlen,East,Home Office,770,3,251.36,-135.87599999999998,1,1,1,111,3,Perdus,3
HE-14800,Harold Engle,Central,Corporate,13,4,883.5319999999999,274.4028,5,1,1,511,7,Perdus,4
HF-14995,Herbert Flentye,Central,Consumer,22,7,2533.1639999999998,-13.876799999999989,5,4,3,543,12,Clients Fidèles,2
HG-14845,Harry Greene,South,Consumer,55,5,785.628,147.0032,3,2,1,321,6,Potentiel Élevé,4
HG-14965,Henry Goldwyn,West,Corporate,24,12,3247.642,-2797.9635000000003,5,5,4,554,14,Champions,2
HG-15025,Hunter Glantz,Central,Consumer,7,7,3690.284,804.6113,5,4,4,544,13,Champions,2
HH-15010,Hilary Holden,West,Corporate,73,2,218.668,86.7342,3,1,1,311,5,Perdus,4
HJ-14875,Heather Jas,South,Home Office,127,5,358.1,98.6548,2,2,1,221,5,À Risque,4
HK-14890,Heather Kirkland,South,Corporate,152,8,4877.784,956.9451,2,4,5,245,11,À Risque,2
HL-15040,Hunter Lopez,Central,Consumer,44,6,12873.297999999999,5622.4292000000005,4,3,5,435,12,Clients Fidèles,0
HM-14860,Harry Marie,East,Corporate,3,10,8236.7648,2437.9836,5,5,5,555,15,Champions,0
HM-14980,Henry MacAllister,East,Consumer,248,4,736.276,117.2755,1,1,1,111,3,Perdus,1
HP-14815,Harold Pawlan,Central,Home Office,31,7,1990.314,373.8637,4,4,3,443,11,Clients Fidèles,2
HR-14770,Hallie Redmond,West,Home Office,14,5,1299.288,185.5794,5,2,2,522,9,Potentiel Élevé,4
HR-14830,Harold Ryan,West,Corporate,160,7,5248.787,1196.9504,2,4,5,245,11,À Risque,2
HW-14935,Helen Wasserman,West,Corporate,118,8,9300.254,2164.1611,2,4,5,245,11,À Risque,0
HZ-14950,Henia Zydlo,East,Consumer,36,5,886.52,-130.3879,4,2,1,421,7,Potentiel Élevé,4
IG-15085,Ivan Gibson,West,Consumer,72,4,744.574,320.4982,3,1,1,311,5,Perdus,4
IL-15100,Ivan Liston,West,Consumer,143,7,5040.736,1121.937,2,4,5,245,11,À Risque,2
IM-15055,Ionia McGrath,West,Consumer,410,3,2872.63,975.7701,1,1,4,114,6,Perdus,1
IM-15070,Irene Maddox,West,Consumer,391,7,4930.474,514.6527,1,4,5,145,10,À Risque,1
JA-15970,Joseph Airdo,West,Consumer,93,8,6491.026,-819.4217000000001,3,4,5,345,12,Clients Fidèles,0
JB-15400,Jennifer Braxton,Central,Corporate,8,10,1791.605,156.05319999999998,5,5,3,553,13,Clients Fidèles,2
JB-15925,Joni Blumstein,East,Consumer,738,3,900.552,-286.9808,1,1,1,111,3,Perdus,3
JB-16000,Joy Bell-,Central,Consumer,44,7,644.1188,126.76490000000001,4,4,1,441,9,Potentiel Élevé,4
JB-16045,Julia Barnett,South,Home Office,8,5,2518.115,201.51850000000002,5,2,3,523,10,Potentiel Élevé,4
JC-15340,Jasper Cacioppo,West,Consumer,115,4,71.263,-0.35560000000000036,2,1,1,211,4,Perdus,4
JC-15385,Jenna Caffey,West,Consumer,176,1,1058.108,502.92440000000005,2,1,2,212,5,Perdus,4
JC-15775,John Castell,Central,Consumer,159,9,2772.055,279.56919999999997,2,5,4,254,11,À Risque,2
JC-16105,Julie Creighton,South,Corporate,58,5,858.576,201.5952,3,2,1,321,6,Potentiel Élevé,4
JD-15790,John Dryer,Central,Consumer,118,5,2152.352,-266.55249999999995,2,2,3,223,7,À Risque,4
JD-15895,Jonathan Doherty,East,Corporate,395,11,7610.8640000000005,1050.2667999999999,1,5,5,155,11,À Risque,0
JD-16015,Joy Daniels,Central,Consumer,113,6,385.43,26.7605,2,3,1,231,6,À Risque,4
JD-16060,Julia Dunbar,West,Consumer,301,3,695.442,111.11410000000001,1,1,1,111,3,Perdus,1
JD-16150,Justin Deggeller,Central,Corporate,42,8,8828.0305,1619.5199,4,4,5,445,13,Champions,0
JE-15475,Jeremy Ellison,East,Consumer,194,6,1388.682,276.2197,2,3,2,232,7,À Risque,4
JE-15610,Jim Epp,Central,Corporate,49,7,7754.976,1623.4019,4,4,5,445,13,Champions,0
JE-15715,Joe Elijah,West,Consumer,47,10,8697.842999999999,1262.2926,4,5,5,455,14,Champions,0
JE-15745,Joel Eaton,South,Consumer,52,13,6760.8150000000005,221.79670000000002,4,5,5,455,14,Champions,0
JE-16165,Justin Ellison,Central,Corporate,21,3,2697.248,789.6476,5,1,3,513,9,Potentiel Élevé,4
JF-15190,Jamie Frazer,West,Consumer,66,7,2279.5860000000002,575.1259,3,4,3,343,10,Clients Fidèles,2
JF-15295,Jason Fortune-,West,Consumer,226,5,955.124,97.28899999999999,1,2,1,121,4,À Risque,1
JF-15355,Jay Fein,Central,Consumer,106,6,1911.844,330.199,2,3,3,233,8,À Risque,4
JF-15415,Jennifer Ferguson,East,Consumer,3,6,2371.448,635.6376,5,3,3,533,11,Clients Fidèles,4
JF-15490,Jeremy Farry,West,Consumer,122,11,1082.918,-18.06730000000001,2,5,2,252,9,À Risque,2
JF-15565,Jill Fjeld,Central,Consumer,55,8,4198.332,1073.2088,3,4,4,344,11,Clients Fidèles,2
JG-15115,Jack Garza,West,Consumer,759,3,2358.676,684.1911,1,1,3,113,5,Perdus,3
JG-15160,James Galang,West,Consumer,2,11,6366.392,1415.6664,5,5,5,555,15,Champions,2
JG-15310,Jason Gross,East,Corporate,3,6,2240.58,3.7976000000000063,5,3,3,533,11,Clients Fidèles,4
JG-15805,John Grady,East,Corporate,224,6,1507.018,206.1019,2,3,2,232,7,À Risque,1
JH-15430,Jennifer Halladay,South,Consumer,6,4,309.281,-24.077100000000005,5,1,1,511,7,Perdus,4
JH-15820,John Huston,East,Consumer,175,6,528.91,26.082199999999997,2,3,1,231,6,À Risque,4
JH-15910,Jonathan Howell,West,Consumer,42,7,959.477,-13.554499999999996,4,4,1,441,9,Potentiel Élevé,4
JH-15985,Joseph Holt,Central,Consumer,30,6,7954.9980000000005,-644.6982,4,3,5,435,12,Clients Fidèles,0
JH-16180,Justin Hirsh,West,Consumer,405,4,2256.3940000000002,-96.95300000000002,1,1,3,113,5,Perdus,1
JJ-15445,Jennifer Jackson,West,Consumer,484,5,709.178,200.5558,1,2,1,121,4,À Risque,1
JJ-15760,Joel Jenkins,South,Home Office,754,2,195.0,34.449200000000005,1,1,1,111,3,Perdus,3
JK-15205,Jamie Kunitz,West,Consumer,62,5,4427.142,1219.983,3,2,5,325,10,Potentiel Élevé,4
JK-15325,Jason Klamczynski,Central,Corporate,288,3,383.812,55.32769999999999,1,1,1,111,3,Perdus,1
JK-15370,Jay Kimmel,West,Consumer,45,8,2709.632,330.2838,4,4,3,443,11,Clients Fidèles,2
JK-15625,Jim Karlsson,West,Consumer,62,7,3760.028,750.9485,3,4,4,344,11,Clients Fidèles,2
JK-15640,Jim Kriz,East,Home Office,181,9,4760.434,1172.5303,2,5,5,255,12,À Risque,2
JK-15730,Joe Kamberova,South,Consumer,85,10,4867.2,55.0483,3,5,5,355,13,Clients Fidèles,2
JK-16090,Juliana Krohn,Central,Consumer,29,3,3747.668,586.6625,4,1,4,414,9,Potentiel Élevé,4
JK-16120,Julie Kriz,Central,Home Office,118,10,2932.484,122.6566,2,5,4,254,11,À Risque,2
JL-15130,Jack Lebron,Central,Consumer,9,6,1214.956,-207.79559999999998,5,3,2,532,10,Potentiel Élevé,4
JL-15175,James Lanier,South,Home Office,7,5,1571.523,209.2817,5,2,2,522,9,Potentiel Élevé,4
JL-15235,Janet Lee,Central,Consumer,120,5,2203.7,54.51740000000002,2,2,3,223,7,À Risque,4
JL-15505,Jeremy Lonsdale,East,Consumer,50,6,3173.874,591.7163,4,3,4,434,11,Clients Fidèles,4
JL-15835,John Lee,West,Consumer,22,11,9799.923,228.907,5,5,5,555,15,Champions,0
JL-15850,John Lucas,East,Consumer,615,6,2725.256,779.9046,1,3,3,133,7,À Risque,3
JM-15250,Janet Martin,South,Consumer,38,6,3159.1220000000003,19.82350000000004,4,3,4,434,11,Clients Fidèles,4
JM-15265,Janet Molinari,East,Corporate,38,5,1804.146,502.6143,4,2,3,423,9,Potentiel Élevé,4
JM-15535,Jessica Myrick,East,Consumer,103,7,1733.443,356.5395,3,4,2,342,9,Potentiel Élevé,2
JM-15580,Jill Matthias,South,Consumer,1,5,303.948,113.1204,5,2,1,521,8,Potentiel Élevé,4
JM-15655,Jim Mitchum,East,Corporate,9,5,864.947,117.20400000000001,5,2,1,521,8,Potentiel Élevé,4
JM-15865,John Murray,East,Consumer,110,7,7625.076000000001,1574.6163999999999,2,4,5,245,11,À Risque,0
JM-16195,Justin MacKendrick,West,Consumer,58,10,2833.9260000000004,754.1144,3,5,4,354,12,Clients Fidèles,2
JO-15145,Jack O'Briant,East,Corporate,58,9,3254.949,581.4045,3,5,4,354,12,Clients Fidèles,2
JO-15280,Jas O'Carroll,West,Consumer,93,6,1934.272,202.13619999999997,3,3,3,333,9,Clients Fidèles,4
JO-15550,Jesus Ocampo,East,Home Office,216,5,1090.838,167.6709,2,2,2,222,6,À Risque,4
JP-15460,Jennifer Patt,East,Corporate,38,7,1669.135,429.7465,4,4,2,442,10,Potentiel Élevé,2
JP-15520,Jeremy Pistek,West,Consumer,9,7,3635.594,757.1802,5,4,4,544,13,Champions,2
JP-16135,Julie Prescott,South,Home Office,103,9,1707.71,309.7116,3,5,2,352,10,Potentiel Élevé,2
JR-15670,Jim Radford,East,Consumer,594,2,1156.658,-785.1645,1,1,2,112,4,Perdus,3
JR-15700,Jocasta Rupert,South,Consumer,69,1,863.88,107.985,3,1,1,311,5,Perdus,4
JR-16210,Justin Ritter,East,Corporate,34,5,2201.686,452.37300000000005,4,2,3,423,9,Potentiel Élevé,4
JS-15595,Jill Stevenson,West,Corporate,120,4,1417.654,-175.54899999999998,2,1,2,212,5,Perdus,4
JS-15685,Jim Sink,West,Corporate,43,4,1131.0639999999999,-54.8692,4,1,2,412,7,Perdus,4
JS-15880,John Stevenson,West,Consumer,535,5,3868.02,564.9798000000001,1,2,4,124,7,À Risque,1
JS-15940,Joni Sundaresam,Central,Home Office,464,5,469.169,-327.9336,1,2,1,121,4,À Risque,1
JS-16030,Joy Smith,Central,Consumer,29,6,2516.494,-311.25749999999994,4,3,3,433,10,Clients Fidèles,4
JW-15220,Jane Waco,West,Corporate,43,6,7721.714,2173.7093999999997,4,3,5,435,12,Clients Fidèles,0
JW-15955,Joni Wasserman,West,Consumer,6,7,1244.086,-29.575899999999987,5,4,2,542,11,Potentiel Élevé,4
JW-16075,Julia West,East,Consumer,462,4,1428.731,154.06369999999998,1,1,2,112,4,Perdus,1
KA-16525,Kelly Andreada,West,Consumer,37,7,1519.506,234.9194,4,4,2,442,10,Potentiel Élevé,4
KB-16240,Karen Bern,West,Corporate,5,7,3152.6150000000002,763.9076,5,4,4,544,13,Champions,2
KB-16315,Karl Braun,Central,Consumer,297,9,1569.464,49.71929999999999,1,5,2,152,8,À Risque,2
KB-16405,Katrina Bavinger,West,Home Office,118,3,908.821,274.297,2,1,1,211,4,Perdus,4
KB-16585,Ken Black,Central,Corporate,231,12,2744.742,579.3551,1,5,3,153,9,À Risque,2
KB-16600,Ken Brennan,Central,Corporate,2,7,983.922,293.55240000000003,5,4,2,542,11,Potentiel Élevé,4
KC-16255,Karen Carlisle,West,Corporate,408,6,2120.954,846.1217,1,3,3,133,7,À Risque,1
KC-16540,Kelly Collister,West,Consumer,98,4,3908.262,709.4219,3,1,4,314,8,Potentiel Élevé,4
KC-16675,Kimberly Carter,West,Corporate,58,4,1146.05,156.7797,3,1,2,312,6,Perdus,4
KD-16270,Karen Daniels,South,Consumer,485,5,8282.358,1107.6952000000003,1,2,5,125,8,À Risque,0
KD-16345,Katherine Ducich,West,Consumer,42,6,1888.964,328.5942,4,3,3,433,10,Clients Fidèles,4
KD-16495,Keith Dawkins,East,Corporate,113,12,8181.256,3038.6254,2,5,5,255,12,À Risque,0
KD-16615,Ken Dana,West,Corporate,290,5,2243.5099999999998,539.7219,1,2,3,123,6,À Risque,1
KE-16420,Katrina Edelman,South,Corporate,27,8,1686.7312,397.87989999999996,5,4,2,542,11,Potentiel Élevé,2
KF-16285,Karen Ferguson,West,Home Office,98,7,10604.266,1660.1386,3,4,5,345,12,Clients Fidèles,0
KH-16330,Katharine Harms,South,Corporate,41,8,3312.864,454.7871,4,4,4,444,12,Champions,2
KH-16360,Katherine Hughes,East,Consumer,2,6,3100.612,528.2051,5,3,4,534,12,Clients Fidèles,4
KH-16510,Keith Herrera,West,Consumer,23,7,5952.859,656.1162,5,4,5,545,14,Champions,2
KH-16630,Ken Heidel,Central,Corporate,59,9,3918.9660000000003,727.3786,3,5,4,354,12,Clients Fidèles,2
KH-16690,Kristen Hastings,West,Corporate,3,7,5990.799,1227.5091,5,4,5,545,14,Champions,2
KL-16555,Kelly Lampkin,West,Corporate,17,8,5016.488,-182.78130000000002,5,4,5,545,14,Champions,2
KL-16645,Ken Lonsdale,Central,Consumer,48,12,14175.229000000001,806.855,4,5,5,455,14,Champions,0
KM-16225,Kalyca Meade,East,Corporate,15,6,2260.958,635.1057000000001,5,3,3,533,11,Clients Fidèles,4
KM-16375,Katherine Murray,South,Home Office,57,8,5620.186,973.7901999999999,3,4,5,345,12,Clients Fidèles,2
KM-16660,Khloe Miller,South,Consumer,16,5,453.538,91.1391,5,2,1,521,8,Potentiel Élevé,4
KM-16720,Kunst Miller,West,Consumer,29,8,4909.472,745.7685,4,4,5,445,13,Champions,2
KN-16390,Katherine Nockton,West,Corporate,20,9,2617.272,-151.1518,5,5,3,553,13,Clients Fidèles,2
KN-16450,Kean Nguyen,South,Corporate,53,5,2171.962,114.3083,4,2,3,423,9,Potentiel Élevé,4
KN-16705,Kristina Nunn,West,Home Office,99,8,2280.58,329.76250000000005,3,4,3,343,10,Clients Fidèles,2
KS-16300,Karen Seio,West,Corporate,296,3,88.472,0.11099999999999888,1,1,1,111,3,Perdus,1
KT-16465,Kean Takahito,West,Consumer,392,7,3057.1,254.0032,1,4,4,144,9,À Risque,1
KT-16480,Kean Thornton,East,Consumer,101,10,4642.088400000001,194.0671,3,5,5,355,13,Clients Fidèles,2
KW-16435,Katrina Willman,East,Consumer,97,5,4416.5199999999995,1756.135,3,2,5,325,10,Potentiel Élevé,4
KW-16570,Kelly Williams,South,Consumer,772,4,449.096,107.92699999999999,1,1,1,111,3,Perdus,3
LA-16780,Laura Armstrong,Central,Corporate,155,11,8673.222,2059.1199,2,5,5,255,12,À Risque,0
LB-16735,Larry Blacks,Central,Consumer,49,3,50.188,18.6507,4,1,1,411,6,Perdus,4
LB-16795,Laurel Beltran,Central,Home Office,153,8,4985.676,-52.19099999999998,2,4,5,245,11,À Risque,2
LC-16870,Lena Cacioppo,West,Consumer,28,8,2580.7039999999997,-188.25110000000004,4,4,3,443,11,Clients Fidèles,2
LC-16885,Lena Creighton,West,Consumer,17,12,7663.126,1288.3469,5,5,5,555,15,Champions,0
LC-16930,Linda Cazamias,Central,Corporate,42,8,4492.946,288.26599999999996,4,4,5,445,13,Champions,2
LC-16960,Lindsay Castell,South,Home Office,437,4,3246.626,299.48019999999997,1,1,4,114,6,Perdus,1
LC-17050,Liz Carlisle,West,Consumer,55,5,2095.064,86.77799999999999,3,2,3,323,8,Potentiel Élevé,4
LC-17140,Logan Currie,Central,Consumer,14,9,2633.582,231.12520000000004,5,5,3,553,13,Clients Fidèles,2
LD-16855,Lela Donovan,Central,Corporate,553,1,5.304,0.4641,1,1,1,111,3,Perdus,3
LD-17005,Lisa DeCherney,West,Consumer,415,4,1961.934,557.1714,1,1,3,113,5,Perdus,1
LE-16810,Laurel Elliston,West,Consumer,22,6,1469.45,161.76489999999998,5,3,2,532,10,Potentiel Élevé,4
LF-17185,Luke Foster,South,Consumer,23,7,3930.5089999999996,-3583.977,5,4,4,544,13,Champions,2
LH-16750,Larry Hughes,South,Consumer,152,3,287.426,12.627699999999999,2,1,1,211,4,Perdus,4
LH-16900,Lena Hernandez,East,Consumer,22,9,2295.332,526.0727,5,5,3,553,13,Clients Fidèles,2
LH-17020,Lisa Hazard,East,Consumer,240,4,318.239,-242.73989999999998,1,1,1,111,3,Perdus,1
LH-17155,Logan Haushalter,West,Consumer,386,9,1739.689,316.5202,1,5,3,153,9,À Risque,1
LL-16840,Lauren Leatherbury,East,Consumer,250,6,2741.2039999999997,560.0078,1,3,3,133,7,À Risque,1
LM-17065,Liz MacKendrick,East,Consumer,392,5,1346.774,-44.87799999999999,1,2,2,122,5,À Risque,1
LO-17170,Lori Olson,West,Corporate,3,5,644.35,150.1712,5,2,1,521,8,Potentiel Élevé,4
LP-17080,Liz Pelletier,West,Consumer,41,4,756.606,110.7813,4,1,1,411,6,Perdus,4
LP-17095,Liz Preis,South,Consumer,10,7,3653.399,338.44539999999995,5,4,4,544,13,Champions,2
LR-16915,Lena Radford,West,Consumer,27,6,5142.892,535.4764,5,3,5,535,13,Clients Fidèles,2
LR-17035,Lisa Ryan,East,Corporate,133,5,1879.306,-382.8079,2,2,3,223,7,À Risque,4
LS-16945,Linda Southworth,East,Corporate,179,6,2845.27,-318.77369999999996,2,3,4,234,9,À Risque,4
LS-16975,Lindsay Shagiari,West,Home Office,21,9,2988.674,262.63669999999996,5,5,4,554,14,Champions,2
LS-17200,Luke Schmidt,Central,Corporate,97,6,1010.2560000000001,244.197,3,3,2,332,8,Potentiel Élevé,4
LS-17230,Lycoris Saunders,East,Consumer,778,3,368.88000000000005,39.1952,1,1,1,111,3,Perdus,3
LS-17245,Lynn Smith,Central,Consumer,35,6,1008.1360000000001,348.3584,4,3,2,432,9,Potentiel Élevé,4
LT-16765,Larry Tron,West,Consumer,27,3,329.876,59.036,5,1,1,511,7,Perdus,4
LT-17110,Liz Thompson,West,Consumer,35,8,2936.252,320.973,4,4,4,444,12,Champions,2
LW-16825,Laurel Workman,South,Corporate,89,5,2238.061,32.5767,3,2,3,323,8,Potentiel Élevé,4
LW-16990,Lindsay Williams,West,Corporate,34,6,3230.308,662.8339000000001,4,3,4,434,11,Clients Fidèles,4
LW-17125,Liz Willingham,East,Consumer,206,3,1259.04,192.6312,2,1,2,212,5,Perdus,4
LW-17215,Luke Weiss,West,Consumer,22,7,5420.514,837.2411,5,4,5,545,14,Champions,2
MA-17560,Matt Abelman,Central,Home Office,65,11,4299.161,1240.2266,3,5,5,355,13,Clients Fidèles,2
MA-17995,Michelle Arnett,East,Home Office,187,6,2453.284,280.7822,2,3,3,233,8,À Risque,4
MB-17305,Maria Bertelson,East,Consumer,49,10,1548.702,212.425,4,5,2,452,11,Potentiel Élevé,2
MB-18085,Mick Brown,East,Consumer,45,7,1428.231,117.8057,4,4,2,442,10,Potentiel Élevé,4
MC-17275,Marc Crier,South,Consumer,77,8,2725.982,461.0014,3,4,3,343,10,Clients Fidèles,2
MC-17425,Mark Cousins,South,Corporate,400,5,4432.138,1802.3903,1,2,5,125,8,À Risque,1
MC-17575,Matt Collins,East,Consumer,28,8,1303.893,210.7493,4,4,2,442,10,Potentiel Élevé,2
MC-17590,Matt Collister,East,Corporate,52,6,2426.067,288.98409999999996,4,3,3,433,10,Clients Fidèles,4
MC-17605,Matt Connell,Central,Corporate,113,8,2258.192,195.4486,2,4,3,243,9,À Risque,2
MC-17635,Matthew Clasen,Central,Corporate,190,4,795.154,-247.94350000000003,2,1,1,211,4,Perdus,4
